"","Site","Timestamp","Year","Month","Day","tmx","Date","Time"
"6415","FORBIO_Zed","2016.06.16",2016,6,16,19.3999996185303,2016-06-16,16968
"6416","Gazi_Bay","2016.06.16",2016,6,16,29.3999996185303,2016-06-16,16968
"6417","IDENT.auclair","2016.06.16",2016,6,16,21.8000011444092,2016-06-16,16968
"6418","IDENT.cloquet","2016.06.16",2016,6,16,23.2000007629395,2016-06-16,16968
"6419","IDENT.MAC","2016.06.16",2016,6,16,25.2000007629395,2016-06-16,16968
"6420","Kreinitz","2016.06.16",2016,6,16,24.8000011444092,2016-06-16,16968
"6421","ORPHEE","2016.06.16",2016,6,16,23.8999996185303,2016-06-16,16968
"6422","Parker_caging","2016.06.16",2016,6,16,28.7000007629395,2016-06-16,16968
"6423","Ridgefield","2016.06.16",2016,6,16,15.6999998092651,2016-06-16,16968
"6424","Sabah","2016.06.16",2016,6,16,30.1000003814697,2016-06-16,16968
"6425","Sardinilla","2016.06.16",2016,6,16,30,2016-06-16,16968
"6426","Satakunta","2016.06.16",2016,6,16,19.3999996185303,2016-06-16,16968
"6427","BangorDIVERSE","2016.07.16",2016,7,16,19.2000007629395,2016-07-16,16998
"6428","BEF_China","2016.07.16",2016,7,16,32.4000015258789,2016-07-16,16998
"6429","BiodiversiTREE","2016.07.16",2016,7,16,31.8999996185303,2016-07-16,16998
"6430","BIOTREE_Kal","2016.07.16",2016,7,16,23.2000007629395,2016-07-16,16998
"6431","CM.Hartshorne","2016.07.16",2016,7,16,22.3999996185303,2016-07-16,16998
"6432","CM.Hucking","2016.07.16",2016,7,16,22.3999996185303,2016-07-16,16998
"6433","CommuniTree","2016.07.16",2016,7,16,27.3000011444092,2016-07-16,16998
"6434","FORBIO_Ged","2016.07.16",2016,7,16,24.3000011444092,2016-07-16,16998
"6435","FORBIO_Hek","2016.07.16",2016,7,16,24.3000011444092,2016-07-16,16998
"6436","FORBIO_Zed","2016.07.16",2016,7,16,22.1000003814697,2016-07-16,16998
"6437","Gazi_Bay","2016.07.16",2016,7,16,28.3999996185303,2016-07-16,16998
"6438","IDENT.auclair","2016.07.16",2016,7,16,24.6000003814697,2016-07-16,16998
"6439","IDENT.cloquet","2016.07.16",2016,7,16,25.6000003814697,2016-07-16,16998
"6440","IDENT.MAC","2016.07.16",2016,7,16,28.3999996185303,2016-07-16,16998
"6441","Kreinitz","2016.07.16",2016,7,16,25.8000011444092,2016-07-16,16998
"6442","ORPHEE","2016.07.16",2016,7,16,27.3000011444092,2016-07-16,16998
"6443","Parker_caging","2016.07.16",2016,7,16,32,2016-07-16,16998
"6444","Ridgefield","2016.07.16",2016,7,16,15.3000001907349,2016-07-16,16998
"6445","Sabah","2016.07.16",2016,7,16,29.8999996185303,2016-07-16,16998
"6446","Sardinilla","2016.07.16",2016,7,16,30.3999996185303,2016-07-16,16998
"6447","Satakunta","2016.07.16",2016,7,16,21.3000011444092,2016-07-16,16998
"6448","BangorDIVERSE","2016.08.16",2016,8,16,19.7000007629395,2016-08-16,17029
"6449","BEF_China","2016.08.16",2016,8,16,32.7999992370605,2016-08-16,17029
"6450","BiodiversiTREE","2016.08.16",2016,8,16,32,2016-08-16,17029
"6451","BIOTREE_Kal","2016.08.16",2016,8,16,22.8000011444092,2016-08-16,17029
"6452","CM.Hartshorne","2016.08.16",2016,8,16,23.1000003814697,2016-08-16,17029
"6453","CM.Hucking","2016.08.16",2016,8,16,23.1000003814697,2016-08-16,17029
"6454","CommuniTree","2016.08.16",2016,8,16,28.6000003814697,2016-08-16,17029
"6455","FORBIO_Ged","2016.08.16",2016,8,16,24.5,2016-08-16,17029
"6456","FORBIO_Hek","2016.08.16",2016,8,16,24.8000011444092,2016-08-16,17029
"6457","FORBIO_Zed","2016.08.16",2016,8,16,23.1000003814697,2016-08-16,17029
"6458","Gazi_Bay","2016.08.16",2016,8,16,28.3999996185303,2016-08-16,17029
"6459","IDENT.auclair","2016.08.16",2016,8,16,24.8000011444092,2016-08-16,17029
"6460","IDENT.cloquet","2016.08.16",2016,8,16,25.1000003814697,2016-08-16,17029
"6461","IDENT.MAC","2016.08.16",2016,8,16,28.2000007629395,2016-08-16,17029
"6462","Kreinitz","2016.08.16",2016,8,16,25.3000011444092,2016-08-16,17029
"6463","ORPHEE","2016.08.16",2016,8,16,28.6000003814697,2016-08-16,17029
"6464","Parker_caging","2016.08.16",2016,8,16,32,2016-08-16,17029
"6465","Ridgefield","2016.08.16",2016,8,16,15.6999998092651,2016-08-16,17029
"6466","Sabah","2016.08.16",2016,8,16,30.8999996185303,2016-08-16,17029
"6467","Sardinilla","2016.08.16",2016,8,16,30.1000003814697,2016-08-16,17029
"6468","Satakunta","2016.08.16",2016,8,16,19,2016-08-16,17029
"6469","BangorDIVERSE","2016.09.16",2016,9,16,18.1000003814697,2016-09-16,17060
"6470","BEF_China","2016.09.16",2016,9,16,28.6000003814697,2016-09-16,17060
"6471","BiodiversiTREE","2016.09.16",2016,9,16,28.6000003814697,2016-09-16,17060
"6472","BIOTREE_Kal","2016.09.16",2016,9,16,22.3999996185303,2016-09-16,17060
"6473","CM.Hartshorne","2016.09.16",2016,9,16,21.7000007629395,2016-09-16,17060
"6474","CM.Hucking","2016.09.16",2016,9,16,21.7000007629395,2016-09-16,17060
"6475","CommuniTree","2016.09.16",2016,9,16,26.5,2016-09-16,17060
"6476","FORBIO_Ged","2016.09.16",2016,9,16,23.2000007629395,2016-09-16,17060
"6477","FORBIO_Hek","2016.09.16",2016,9,16,23.6000003814697,2016-09-16,17060
"6478","FORBIO_Zed","2016.09.16",2016,9,16,22.2000007629395,2016-09-16,17060
"6479","Gazi_Bay","2016.09.16",2016,9,16,29.2000007629395,2016-09-16,17060
"6480","IDENT.auclair","2016.09.16",2016,9,16,19.3999996185303,2016-09-16,17060
"6481","IDENT.cloquet","2016.09.16",2016,9,16,20.7000007629395,2016-09-16,17060
"6482","IDENT.MAC","2016.09.16",2016,9,16,25.8000011444092,2016-09-16,17060
"6483","Kreinitz","2016.09.16",2016,9,16,24.7000007629395,2016-09-16,17060
"6484","ORPHEE","2016.09.16",2016,9,16,26.5,2016-09-16,17060
"6485","Parker_caging","2016.09.16",2016,9,16,27.5,2016-09-16,17060
"6486","Ridgefield","2016.09.16",2016,9,16,17.1000003814697,2016-09-16,17060
"6487","Sabah","2016.09.16",2016,9,16,29.8000011444092,2016-09-16,17060
"6488","Sardinilla","2016.09.16",2016,9,16,29.6000003814697,2016-09-16,17060
"6489","Satakunta","2016.09.16",2016,9,16,15.8000001907349,2016-09-16,17060
"6490","BangorDIVERSE","2016.10.16",2016,10,16,14.3000001907349,2016-10-16,17090
"6491","BEF_China","2016.10.16",2016,10,16,22.7000007629395,2016-10-16,17090
"6492","BiodiversiTREE","2016.10.16",2016,10,16,22.2000007629395,2016-10-16,17090
"6493","BIOTREE_Kal","2016.10.16",2016,10,16,11.1000003814697,2016-10-16,17090
"6494","CM.Hartshorne","2016.10.16",2016,10,16,14.9000005722046,2016-10-16,17090
"6495","CM.Hucking","2016.10.16",2016,10,16,14.9000005722046,2016-10-16,17090
"6496","CommuniTree","2016.10.16",2016,10,16,19.6000003814697,2016-10-16,17090
"6497","FORBIO_Ged","2016.10.16",2016,10,16,14,2016-10-16,17090
"6498","FORBIO_Hek","2016.10.16",2016,10,16,14.4000005722046,2016-10-16,17090
"6499","FORBIO_Zed","2016.10.16",2016,10,16,14.1999998092651,2016-10-16,17090
"6500","Gazi_Bay","2016.10.16",2016,10,16,30.7000007629395,2016-10-16,17090
"6501","IDENT.auclair","2016.10.16",2016,10,16,11.6000003814697,2016-10-16,17090
"6502","IDENT.cloquet","2016.10.16",2016,10,16,13.9000005722046,2016-10-16,17090
"6503","IDENT.MAC","2016.10.16",2016,10,16,21.8999996185303,2016-10-16,17090
"6504","Kreinitz","2016.10.16",2016,10,16,12.5,2016-10-16,17090
"6505","ORPHEE","2016.10.16",2016,10,16,19.6000003814697,2016-10-16,17090
"6506","Parker_caging","2016.10.16",2016,10,16,21.3000011444092,2016-10-16,17090
"6507","Ridgefield","2016.10.16",2016,10,16,22.2000007629395,2016-10-16,17090
"6508","Sabah","2016.10.16",2016,10,16,30,2016-10-16,17090
"6509","Sardinilla","2016.10.16",2016,10,16,29.5,2016-10-16,17090
"6510","Satakunta","2016.10.16",2016,10,16,6.80000019073486,2016-10-16,17090
"6511","BangorDIVERSE","2016.11.16",2016,11,16,9.19999980926514,2016-11-16,17121
"6512","BEF_China","2016.11.16",2016,11,16,16.2000007629395,2016-11-16,17121
"6513","BiodiversiTREE","2016.11.16",2016,11,16,16.2000007629395,2016-11-16,17121
"6514","BIOTREE_Kal","2016.11.16",2016,11,16,6.30000019073486,2016-11-16,17121
"6515","CM.Hartshorne","2016.11.16",2016,11,16,9.90000057220459,2016-11-16,17121
"6516","CM.Hucking","2016.11.16",2016,11,16,9.90000057220459,2016-11-16,17121
"6517","CommuniTree","2016.11.16",2016,11,16,14,2016-11-16,17121
"6518","FORBIO_Ged","2016.11.16",2016,11,16,8.69999980926514,2016-11-16,17121
"6519","FORBIO_Hek","2016.11.16",2016,11,16,9.5,2016-11-16,17121
"6520","FORBIO_Zed","2016.11.16",2016,11,16,9.60000038146973,2016-11-16,17121
"6521","Gazi_Bay","2016.11.16",2016,11,16,31.7000007629395,2016-11-16,17121
"6522","IDENT.auclair","2016.11.16",2016,11,16,3.90000009536743,2016-11-16,17121
"6523","IDENT.cloquet","2016.11.16",2016,11,16,9.19999980926514,2016-11-16,17121
"6524","IDENT.MAC","2016.11.16",2016,11,16,17.3000011444092,2016-11-16,17121
"6525","Kreinitz","2016.11.16",2016,11,16,7.59999990463257,2016-11-16,17121
"6526","ORPHEE","2016.11.16",2016,11,16,14,2016-11-16,17121
"6527","Parker_caging","2016.11.16",2016,11,16,15.4000005722046,2016-11-16,17121
"6528","Ridgefield","2016.11.16",2016,11,16,28.1000003814697,2016-11-16,17121
"6529","Sabah","2016.11.16",2016,11,16,29.5,2016-11-16,17121
"6530","Sardinilla","2016.11.16",2016,11,16,27.8999996185303,2016-11-16,17121
"6531","Satakunta","2016.11.16",2016,11,16,1.10000002384186,2016-11-16,17121
"6532","BangorDIVERSE","2016.12.16",2016,12,16,9.90000057220459,2016-12-16,17151
"6533","BEF_China","2016.12.16",2016,12,16,13.1000003814697,2016-12-16,17151
"6534","BiodiversiTREE","2016.12.16",2016,12,16,8.5,2016-12-16,17151
"6535","BIOTREE_Kal","2016.12.16",2016,12,16,4.20000028610229,2016-12-16,17151
"6536","CM.Hartshorne","2016.12.16",2016,12,16,9.19999980926514,2016-12-16,17151
"6537","CM.Hucking","2016.12.16",2016,12,16,9.19999980926514,2016-12-16,17151
"6538","CommuniTree","2016.12.16",2016,12,16,11.4000005722046,2016-12-16,17151
"6539","FORBIO_Ged","2016.12.16",2016,12,16,7.20000028610229,2016-12-16,17151
"6540","FORBIO_Hek","2016.12.16",2016,12,16,8.10000038146973,2016-12-16,17151
"6541","FORBIO_Zed","2016.12.16",2016,12,16,8.19999980926514,2016-12-16,17151
"6542","Gazi_Bay","2016.12.16",2016,12,16,32.2999992370605,2016-12-16,17151
"6543","IDENT.auclair","2016.12.16",2016,12,16,-5,2016-12-16,17151
"6544","IDENT.cloquet","2016.12.16",2016,12,16,-4.90000009536743,2016-12-16,17151
"6545","IDENT.MAC","2016.12.16",2016,12,16,14.8000001907349,2016-12-16,17151
"6546","Kreinitz","2016.12.16",2016,12,16,5,2016-12-16,17151
"6547","ORPHEE","2016.12.16",2016,12,16,11.4000005722046,2016-12-16,17151
"6548","Parker_caging","2016.12.16",2016,12,16,8.40000057220459,2016-12-16,17151
"6549","Ridgefield","2016.12.16",2016,12,16,29.8999996185303,2016-12-16,17151
"6550","Sabah","2016.12.16",2016,12,16,29.5,2016-12-16,17151
"6551","Sardinilla","2016.12.16",2016,12,16,28.6000003814697,2016-12-16,17151
"6552","Satakunta","2016.12.16",2016,12,16,1.89999997615814,2016-12-16,17151
"6553","BangorDIVERSE","2017.01.16",2017,1,16,8,2017-01-16,17182
"6554","BEF_China","2017.01.16",2017,1,16,11.3000001907349,2017-01-16,17182
"6555","BiodiversiTREE","2017.01.16",2017,1,16,9.10000038146973,2017-01-16,17182
"6556","BIOTREE_Kal","2017.01.16",2017,1,16,0.300000011920929,2017-01-16,17182
"6557","CM.Hartshorne","2017.01.16",2017,1,16,6.59999990463257,2017-01-16,17182
"6558","CM.Hucking","2017.01.16",2017,1,16,6.59999990463257,2017-01-16,17182
"6559","CommuniTree","2017.01.16",2017,1,16,9.10000038146973,2017-01-16,17182
"6560","FORBIO_Ged","2017.01.16",2017,1,16,2.90000009536743,2017-01-16,17182
"6561","FORBIO_Hek","2017.01.16",2017,1,16,4.70000028610229,2017-01-16,17182
"6562","FORBIO_Zed","2017.01.16",2017,1,16,5,2017-01-16,17182
"6563","Gazi_Bay","2017.01.16",2017,1,16,33.1000022888184,2017-01-16,17182
"6564","IDENT.auclair","2017.01.16",2017,1,16,-4.59999990463257,2017-01-16,17182
"6565","IDENT.cloquet","2017.01.16",2017,1,16,-4.5,2017-01-16,17182
"6566","IDENT.MAC","2017.01.16",2017,1,16,11.5,2017-01-16,17182
"6567","Kreinitz","2017.01.16",2017,1,16,1,2017-01-16,17182
"6568","ORPHEE","2017.01.16",2017,1,16,9.10000038146973,2017-01-16,17182
"6569","Parker_caging","2017.01.16",2017,1,16,8.19999980926514,2017-01-16,17182
"6570","Ridgefield","2017.01.16",2017,1,16,32.7999992370605,2017-01-16,17182
"6571","Sabah","2017.01.16",2017,1,16,29.2000007629395,2017-01-16,17182
"6572","Sardinilla","2017.01.16",2017,1,16,28.7000007629395,2017-01-16,17182
"6573","Satakunta","2017.01.16",2017,1,16,-0.300000011920929,2017-01-16,17182
"6574","BangorDIVERSE","2017.02.15",2017,2,15,9,2017-02-15,17212
"6575","BEF_China","2017.02.15",2017,2,15,12.8000001907349,2017-02-15,17212
"6576","BiodiversiTREE","2017.02.15",2017,2,15,14.3000001907349,2017-02-15,17212
"6577","BIOTREE_Kal","2017.02.15",2017,2,15,5.80000019073486,2017-02-15,17212
"6578","CM.Hartshorne","2017.02.15",2017,2,15,9.19999980926514,2017-02-15,17212
"6579","CM.Hucking","2017.02.15",2017,2,15,9.19999980926514,2017-02-15,17212
"6580","CommuniTree","2017.02.15",2017,2,15,13.9000005722046,2017-02-15,17212
"6581","FORBIO_Ged","2017.02.15",2017,2,15,8.90000057220459,2017-02-15,17212
"6582","FORBIO_Hek","2017.02.15",2017,2,15,9.10000038146973,2017-02-15,17212
"6583","FORBIO_Zed","2017.02.15",2017,2,15,8.40000057220459,2017-02-15,17212
"6584","Gazi_Bay","2017.02.15",2017,2,15,32.9000015258789,2017-02-15,17212
"6585","IDENT.auclair","2017.02.15",2017,2,15,-3.90000009536743,2017-02-15,17212
"6586","IDENT.cloquet","2017.02.15",2017,2,15,1.10000002384186,2017-02-15,17212
"6587","IDENT.MAC","2017.02.15",2017,2,15,14.1000003814697,2017-02-15,17212
"6588","Kreinitz","2017.02.15",2017,2,15,6.09999990463257,2017-02-15,17212
"6589","ORPHEE","2017.02.15",2017,2,15,13.9000005722046,2017-02-15,17212
"6590","Parker_caging","2017.02.15",2017,2,15,13.5,2017-02-15,17212
"6591","Ridgefield","2017.02.15",2017,2,15,30.6000003814697,2017-02-15,17212
"6592","Sabah","2017.02.15",2017,2,15,28.5,2017-02-15,17212
"6593","Sardinilla","2017.02.15",2017,2,15,29.5,2017-02-15,17212
"6594","Satakunta","2017.02.15",2017,2,15,-1.20000004768372,2017-02-15,17212
"6595","BangorDIVERSE","2017.03.16",2017,3,16,11.3000001907349,2017-03-16,17241
"6596","BEF_China","2017.03.16",2017,3,16,15.9000005722046,2017-03-16,17241
"6597","BiodiversiTREE","2017.03.16",2017,3,16,13.8000001907349,2017-03-16,17241
"6598","BIOTREE_Kal","2017.03.16",2017,3,16,11.6000003814697,2017-03-16,17241
"6599","CM.Hartshorne","2017.03.16",2017,3,16,12.8000001907349,2017-03-16,17241
"6600","CM.Hucking","2017.03.16",2017,3,16,12.8000001907349,2017-03-16,17241
"6601","CommuniTree","2017.03.16",2017,3,16,17,2017-03-16,17241
"6602","FORBIO_Ged","2017.03.16",2017,3,16,13.8000001907349,2017-03-16,17241
"6603","FORBIO_Hek","2017.03.16",2017,3,16,14.1999998092651,2017-03-16,17241
"6604","FORBIO_Zed","2017.03.16",2017,3,16,12.6999998092651,2017-03-16,17241
"6605","Gazi_Bay","2017.03.16",2017,3,16,32.9000015258789,2017-03-16,17241
"6606","IDENT.auclair","2017.03.16",2017,3,16,-2.5,2017-03-16,17241
"6607","IDENT.cloquet","2017.03.16",2017,3,16,2.70000004768372,2017-03-16,17241
"6608","IDENT.MAC","2017.03.16",2017,3,16,15.6999998092651,2017-03-16,17241
"6609","Kreinitz","2017.03.16",2017,3,16,13,2017-03-16,17241
"6610","ORPHEE","2017.03.16",2017,3,16,17,2017-03-16,17241
"6611","Parker_caging","2017.03.16",2017,3,16,12.5,2017-03-16,17241
"6612","Ridgefield","2017.03.16",2017,3,16,28.1000003814697,2017-03-16,17241
"6613","Sabah","2017.03.16",2017,3,16,28.7000007629395,2017-03-16,17241
"6614","Sardinilla","2017.03.16",2017,3,16,29.8000011444092,2017-03-16,17241
"6615","Satakunta","2017.03.16",2017,3,16,3,2017-03-16,17241
"6616","BangorDIVERSE","2017.04.16",2017,4,16,12.6000003814697,2017-04-16,17272
"6617","BEF_China","2017.04.16",2017,4,16,22.8000011444092,2017-04-16,17272
"6618","BiodiversiTREE","2017.04.16",2017,4,16,22.7000007629395,2017-04-16,17272
"6619","BIOTREE_Kal","2017.04.16",2017,4,16,11.6999998092651,2017-04-16,17272
"6620","CM.Hartshorne","2017.04.16",2017,4,16,13.6000003814697,2017-04-16,17272
"6621","CM.Hucking","2017.04.16",2017,4,16,13.6000003814697,2017-04-16,17272
"6622","CommuniTree","2017.04.16",2017,4,16,18.8999996185303,2017-04-16,17272
"6623","FORBIO_Ged","2017.04.16",2017,4,16,14,2017-04-16,17272
"6624","FORBIO_Hek","2017.04.16",2017,4,16,14.5,2017-04-16,17272
"6625","FORBIO_Zed","2017.04.16",2017,4,16,13,2017-04-16,17272
"6626","Gazi_Bay","2017.04.16",2017,4,16,31.2000007629395,2017-04-16,17272
"6627","IDENT.auclair","2017.04.16",2017,4,16,8,2017-04-16,17272
"6628","IDENT.cloquet","2017.04.16",2017,4,16,12.1000003814697,2017-04-16,17272
"6629","IDENT.MAC","2017.04.16",2017,4,16,17.3999996185303,2017-04-16,17272
"6630","Kreinitz","2017.04.16",2017,4,16,14,2017-04-16,17272
"6631","ORPHEE","2017.04.16",2017,4,16,18.8999996185303,2017-04-16,17272
"6632","Parker_caging","2017.04.16",2017,4,16,21.7000007629395,2017-04-16,17272
"6633","Ridgefield","2017.04.16",2017,4,16,25.1000003814697,2017-04-16,17272
"6634","Sabah","2017.04.16",2017,4,16,29.8000011444092,2017-04-16,17272
"6635","Sardinilla","2017.04.16",2017,4,16,31.6000003814697,2017-04-16,17272
"6636","Satakunta","2017.04.16",2017,4,16,5.80000019073486,2017-04-16,17272
"6637","BangorDIVERSE","2017.05.16",2017,5,16,17,2017-05-16,17302
"6638","BEF_China","2017.05.16",2017,5,16,27.3000011444092,2017-05-16,17302
"6639","BiodiversiTREE","2017.05.16",2017,5,16,23.6000003814697,2017-05-16,17302
"6640","BIOTREE_Kal","2017.05.16",2017,5,16,19,2017-05-16,17302
"6641","CM.Hartshorne","2017.05.16",2017,5,16,18.7000007629395,2017-05-16,17302
"6642","CM.Hucking","2017.05.16",2017,5,16,18.7000007629395,2017-05-16,17302
"6643","CommuniTree","2017.05.16",2017,5,16,23.3999996185303,2017-05-16,17302
"6644","FORBIO_Ged","2017.05.16",2017,5,16,20.5,2017-05-16,17302
"6645","FORBIO_Hek","2017.05.16",2017,5,16,21.5,2017-05-16,17302
"6646","FORBIO_Zed","2017.05.16",2017,5,16,18.8999996185303,2017-05-16,17302
"6647","Gazi_Bay","2017.05.16",2017,5,16,29.8000011444092,2017-05-16,17302
"6648","IDENT.auclair","2017.05.16",2017,5,16,15.5,2017-05-16,17302
"6649","IDENT.cloquet","2017.05.16",2017,5,16,16.5,2017-05-16,17302
"6650","IDENT.MAC","2017.05.16",2017,5,16,21.6000003814697,2017-05-16,17302
"6651","Kreinitz","2017.05.16",2017,5,16,21.5,2017-05-16,17302
"6652","ORPHEE","2017.05.16",2017,5,16,23.3999996185303,2017-05-16,17302
"6653","Parker_caging","2017.05.16",2017,5,16,23,2017-05-16,17302
"6654","Ridgefield","2017.05.16",2017,5,16,20.3999996185303,2017-05-16,17302
"6655","Sabah","2017.05.16",2017,5,16,30.5,2017-05-16,17302
"6656","Sardinilla","2017.05.16",2017,5,16,30.6000003814697,2017-05-16,17302
"6657","Satakunta","2017.05.16",2017,5,16,13.4000005722046,2017-05-16,17302
"6658","BangorDIVERSE","2017.06.16",2017,6,16,18.5,2017-06-16,17333
"6659","BEF_China","2017.06.16",2017,6,16,26.8999996185303,2017-06-16,17333
"6660","BiodiversiTREE","2017.06.16",2017,6,16,29.3999996185303,2017-06-16,17333
"6661","BIOTREE_Kal","2017.06.16",2017,6,16,22.7000007629395,2017-06-16,17333
"6662","CM.Hartshorne","2017.06.16",2017,6,16,22.5,2017-06-16,17333
"6663","CM.Hucking","2017.06.16",2017,6,16,22.5,2017-06-16,17333
"6664","CommuniTree","2017.06.16",2017,6,16,27.3000011444092,2017-06-16,17333
"6665","FORBIO_Ged","2017.06.16",2017,6,16,24.7000007629395,2017-06-16,17333
"6666","FORBIO_Hek","2017.06.16",2017,6,16,24.5,2017-06-16,17333
"6667","FORBIO_Zed","2017.06.16",2017,6,16,22.3000011444092,2017-06-16,17333
"6668","Gazi_Bay","2017.06.16",2017,6,16,28.8999996185303,2017-06-16,17333
"6669","IDENT.auclair","2017.06.16",2017,6,16,22,2017-06-16,17333
"6670","IDENT.cloquet","2017.06.16",2017,6,16,23.6000003814697,2017-06-16,17333
"6671","IDENT.MAC","2017.06.16",2017,6,16,27.3999996185303,2017-06-16,17333
"6672","Kreinitz","2017.06.16",2017,6,16,25.3000011444092,2017-06-16,17333
"6673","ORPHEE","2017.06.16",2017,6,16,27.3000011444092,2017-06-16,17333
"6674","Parker_caging","2017.06.16",2017,6,16,29.5,2017-06-16,17333
"6675","Ridgefield","2017.06.16",2017,6,16,18.7000007629395,2017-06-16,17333
"6676","Sabah","2017.06.16",2017,6,16,29.8000011444092,2017-06-16,17333
"6677","Sardinilla","2017.06.16",2017,6,16,29.6000003814697,2017-06-16,17333
"6678","Satakunta","2017.06.16",2017,6,16,17.5,2017-06-16,17333
"6679","BangorDIVERSE","2017.07.16",2017,7,16,19.1000003814697,2017-07-16,17363
"6680","BEF_China","2017.07.16",2017,7,16,33.7000007629395,2017-07-16,17363
"6681","BiodiversiTREE","2017.07.16",2017,7,16,31.5,2017-07-16,17363
"6682","BIOTREE_Kal","2017.07.16",2017,7,16,22.6000003814697,2017-07-16,17363
"6683","CM.Hartshorne","2017.07.16",2017,7,16,22.3000011444092,2017-07-16,17363
"6684","CM.Hucking","2017.07.16",2017,7,16,22.3000011444092,2017-07-16,17363
"6685","CommuniTree","2017.07.16",2017,7,16,27,2017-07-16,17363
"6686","FORBIO_Ged","2017.07.16",2017,7,16,24.2000007629395,2017-07-16,17363
"6687","FORBIO_Hek","2017.07.16",2017,7,16,24.3000011444092,2017-07-16,17363
"6688","FORBIO_Zed","2017.07.16",2017,7,16,22,2017-07-16,17363
"6689","Gazi_Bay","2017.07.16",2017,7,16,28.1000003814697,2017-07-16,17363
"6690","IDENT.auclair","2017.07.16",2017,7,16,24.1000003814697,2017-07-16,17363
"6691","IDENT.cloquet","2017.07.16",2017,7,16,25.8999996185303,2017-07-16,17363
"6692","IDENT.MAC","2017.07.16",2017,7,16,29.2000007629395,2017-07-16,17363
"6693","Kreinitz","2017.07.16",2017,7,16,25.1000003814697,2017-07-16,17363
"6694","ORPHEE","2017.07.16",2017,7,16,27,2017-07-16,17363
"6695","Parker_caging","2017.07.16",2017,7,16,31.7000007629395,2017-07-16,17363
"6696","Ridgefield","2017.07.16",2017,7,16,16,2017-07-16,17363
"6697","Sabah","2017.07.16",2017,7,16,29.8000011444092,2017-07-16,17363
"6698","Sardinilla","2017.07.16",2017,7,16,30.2000007629395,2017-07-16,17363
"6699","Satakunta","2017.07.16",2017,7,16,19.6000003814697,2017-07-16,17363
"6700","BangorDIVERSE","2017.08.16",2017,8,16,18.3000011444092,2017-08-16,17394
"6701","BEF_China","2017.08.16",2017,8,16,32.6000022888184,2017-08-16,17394
"6702","BiodiversiTREE","2017.08.16",2017,8,16,29.2000007629395,2017-08-16,17394
"6703","BIOTREE_Kal","2017.08.16",2017,8,16,22.5,2017-08-16,17394
"6704","CM.Hartshorne","2017.08.16",2017,8,16,21.6000003814697,2017-08-16,17394
"6705","CM.Hucking","2017.08.16",2017,8,16,21.6000003814697,2017-08-16,17394
"6706","CommuniTree","2017.08.16",2017,8,16,27.3000011444092,2017-08-16,17394
"6707","FORBIO_Ged","2017.08.16",2017,8,16,23.5,2017-08-16,17394
"6708","FORBIO_Hek","2017.08.16",2017,8,16,23.8000011444092,2017-08-16,17394
"6709","FORBIO_Zed","2017.08.16",2017,8,16,21.8999996185303,2017-08-16,17394
"6710","Gazi_Bay","2017.08.16",2017,8,16,28.3999996185303,2017-08-16,17394
"6711","IDENT.auclair","2017.08.16",2017,8,16,22.3000011444092,2017-08-16,17394
"6712","IDENT.cloquet","2017.08.16",2017,8,16,22.5,2017-08-16,17394
"6713","IDENT.MAC","2017.08.16",2017,8,16,30,2017-08-16,17394
"6714","Kreinitz","2017.08.16",2017,8,16,25.6000003814697,2017-08-16,17394
"6715","ORPHEE","2017.08.16",2017,8,16,27.3000011444092,2017-08-16,17394
"6716","Parker_caging","2017.08.16",2017,8,16,28.8999996185303,2017-08-16,17394
"6717","Ridgefield","2017.08.16",2017,8,16,16.8000011444092,2017-08-16,17394
"6718","Sabah","2017.08.16",2017,8,16,30.5,2017-08-16,17394
"6719","Sardinilla","2017.08.16",2017,8,16,29.1000003814697,2017-08-16,17394
"6720","Satakunta","2017.08.16",2017,8,16,19.1000003814697,2017-08-16,17394
"6721","BangorDIVERSE","2017.09.16",2017,9,16,16.3999996185303,2017-09-16,17425
"6722","BEF_China","2017.09.16",2017,9,16,29,2017-09-16,17425
"6723","BiodiversiTREE","2017.09.16",2017,9,16,26.8000011444092,2017-09-16,17425
"6724","BIOTREE_Kal","2017.09.16",2017,9,16,16.6000003814697,2017-09-16,17425
"6725","CM.Hartshorne","2017.09.16",2017,9,16,18.3000011444092,2017-09-16,17425
"6726","CM.Hucking","2017.09.16",2017,9,16,18.3000011444092,2017-09-16,17425
"6727","CommuniTree","2017.09.16",2017,9,16,23,2017-09-16,17425
"6728","FORBIO_Ged","2017.09.16",2017,9,16,18.5,2017-09-16,17425
"6729","FORBIO_Hek","2017.09.16",2017,9,16,18.8999996185303,2017-09-16,17425
"6730","FORBIO_Zed","2017.09.16",2017,9,16,18.1000003814697,2017-09-16,17425
"6731","Gazi_Bay","2017.09.16",2017,9,16,29.2000007629395,2017-09-16,17425
"6732","IDENT.auclair","2017.09.16",2017,9,16,20,2017-09-16,17425
"6733","IDENT.cloquet","2017.09.16",2017,9,16,21.5,2017-09-16,17425
"6734","IDENT.MAC","2017.09.16",2017,9,16,24.1000003814697,2017-09-16,17425
"6735","Kreinitz","2017.09.16",2017,9,16,18.8999996185303,2017-09-16,17425
"6736","ORPHEE","2017.09.16",2017,9,16,23,2017-09-16,17425
"6737","Parker_caging","2017.09.16",2017,9,16,26.5,2017-09-16,17425
